Qiymet,Tarix,Baxısh,Elan,Emlak,Kategoriya,Mertebe,Sahe,Otag sayı,Çıxarısh,İpoteka,Adres,Umumi Mertebe sayi
74000,,129,320716,Bina evi menzil,Yeni,10,54.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
55000,,148,320702,Bina evi menzil,Yeni,2,87.0,3,yox,,Sumqayıt St.Sumqayıt,9
142000,,77,320667,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 2-ci məhəllə,5
82000,,75,320689,Bina evi menzil,Yeni,12,60.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
61000,,166,320683,Bina evi menzil,Köhnə,4,56.0,2,var,,Sumqayıt Hacı Zeynalabdin,5
307500,,87,163660,Bina evi menzil,Yeni,6,215.0,6,yox,,Sumqayıt Sumqayıt Bulvarı,10
90000,,74,271814,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 3-cü mikrorayon,5
145000,,142,320641,Bina evi menzil,Yeni,8,73.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,14
42000,,219,320584,Bina evi menzil,Yeni,10,48.0,2,var,,Sumqayıt 10-cu mikrorayon,15
64000,,109,320571,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt 17-ci mikrorayon,5
90000,,160,320503,Bina evi menzil,Köhnə,3,85.0,3,var,,Sumqayıt 17-ci mikrorayon,5
92000,,94,227294,Bina evi menzil,Köhnə,4,80.0,3,var,,Sumqayıt 17-ci mikrorayon,5
98500,,100,320415,Bina evi menzil,Yeni,14,81.0,3,yox,,Sumqayıt 76-cı məhəllə,17
115000,,57,308790,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 10-cu mikrorayon,5
80000,,93,306531,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,9
58000,,239,320333,Bina evi menzil,Yeni,4,75.0,3,yox,,Sumqayıt 8-ci mikrorayon,17
59500,,132,253858,Bina evi menzil,Köhnə,3,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
73000,,77,277724,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 8-ci mikrorayon,5
95000,,70,220340,Bina evi menzil,Köhnə,7,68.0,3,var,,Sumqayıt 10-cu mikrorayon,9
98000,,76,282485,Bina evi menzil,Köhnə,9,74.0,3,var,,Sumqayıt 6-cı mikrorayon,9
88000,,54,202775,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
126500,,53,293858,Bina evi menzil,Yeni,2,82.0,2,yox,,Sumqayıt 10-cu mikrorayon,8
76000,,82,316733,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
98000,,84,320274,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
182000,,150,320260,Bina evi menzil,Yeni,4,88.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
65000,,97,320242,Bina evi menzil,Köhnə,1,49.0,3,var,,Sumqayıt Hacı Zeynalabdin,2
52500,,148,320180,Bina evi menzil,Köhnə,2,46.0,2,var,,Sumqayıt 20-ci məhəllə,2
118000,,125,313077,Bina evi menzil,Köhnə,1,85.0,4,var,,Sumqayıt 9-cu mikrorayon,5
55000,,183,320148,Bina evi menzil,Köhnə,5,45.0,2,var,,Sumqayıt 13-cü mikrorayon,5
68900,,98,320130,Bina evi menzil,Köhnə,8,45.0,1,var,,Sumqayıt 45-ci məhəllə,14
82000,,125,320112,Bina evi menzil,Köhnə,4,56.0,2,var,,Sumqayıt 18-ci mikrorayon,9
76000,,64,296062,Bina evi menzil,Köhnə,1,56.0,2,var,,Sumqayıt 12-ci mikrorayon,5
65000,,67,319902,Bina evi menzil,Köhnə,5,48.0,2,Sumqayıt,,,5
80000,,77,320023,Bina evi menzil,Köhnə,2,60.0,2,var,,Sumqayıt 10-cu mikrorayon,5
84000,,48,300375,Bina evi menzil,Köhnə,5,58.0,2,var,,Sumqayıt 10-cu mikrorayon,5
75000,,138,299235,Bina evi menzil,Yeni,2,64.0,1,yox,,Sumqayıt 6-cı mikrorayon,14
112000,,101,257739,Bina evi menzil,Köhnə,3,95.0,3,var,,Sumqayıt 9-cu məhəllə,3
86000,,72,218805,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 4-cü mikrorayon,5
86000,,143,278140,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 1-ci mikrorayon,5
340000,,140,319908,Bina evi menzil,Yeni,7,120.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
105000,,61,247772,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 10-cu mikrorayon,5
85800,,90,248357,Bina evi menzil,Yeni,4,78.0,2,yox,,Sumqayıt 36-cı məhəllə,12
105000,,88,247923,Bina evi menzil,Köhnə,9,83.0,4,var,,Sumqayıt 17-ci mikrorayon,9
88000,,49,268867,Bina evi menzil,Köhnə,10,50.0,2,var,,Sumqayıt 3-cü mikrorayon,12
130000,,73,207198,Bina evi menzil,Köhnə,2,75.0,3,var,,Sumqayıt 10-cu mikrorayon,5
85000,,102,133873,Bina evi menzil,Yeni,10,54.0,2,var,,Sumqayıt 10-cu mikrorayon,16
105000,,81,319875,Bina evi menzil,Köhnə,9,88.0,4,var,,Sumqayıt 9-cu mikrorayon,9
125000,,89,319871,Bina evi menzil,Köhnə,1,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
92000,,101,319860,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
220000,,109,319835,Bina evi menzil,Yeni,3,96.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
157000,,146,319827,Bina evi menzil,Yeni,11,110.0,4,var,,Sumqayıt 3-cü mikrorayon,12
220000,,95,290932,Bina evi menzil,Yeni,5,98.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
220000,,73,319809,Bina evi menzil,Yeni,3,96.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
110000,,121,123708,Bina evi menzil,Yeni,2,65.0,2,var,,Sumqayıt 16-cı məhəllə,17
120000,,101,160400,Bina evi menzil,Köhnə,3,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
115000,,132,319713,Bina evi menzil,Köhnə,3,70.0,3,var,,Sumqayıt 45-ci məhəllə,5
82000,,100,319707,Bina evi menzil,Köhnə,3,54.0,2,var,,Sumqayıt 17-ci mikrorayon,5
86000,,85,245945,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 12-ci mikrorayon,5
158000,,79,191420,Bina evi menzil,Yeni,16,101.0,3,var,,Sumqayıt 19-cu məhəllə,17
240000,,100,233389,Bina evi menzil,Yeni,8,163.0,4,var,,Sumqayıt 43-cü məhəllə,12
110000,,78,233702,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
78000,,68,272197,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
77000,,61,219066,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 10-cu mikrorayon,9
80000,,98,200633,Bina evi menzil,Yeni,8,60.0,2,yox,,Sumqayıt 19-cu məhəllə,12
126000,,60,279423,Bina evi menzil,Yeni,4,83.0,2,yox,,Sumqayıt 10-cu mikrorayon,14
115000,,58,731755,Bina evi menzil,Yeni,10,80.0,2,var,,Sumqayıt 10-cu mikrorayon,12
115000,,102,234692,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 2-ci mikrorayon,5
79500,,99,319674,Bina evi menzil,Köhnə,2,64.0,2,var,,Sumqayıt 10-cu mikrorayon,5
115000,,99,319669,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 41-ci məhəllə,5
75000,,72,319641,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 42-ci məhəllə,5
65000,,236,319638,Bina evi menzil,Yeni,2,134.5,3,var,,Sumqayıt Sumqayıt Bulvarı,8
81000,,96,319637,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 2-ci mikrorayon,5
56000,,225,319633,Bina evi menzil,Köhnə,4,31.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
65000,,544,319611,Bina evi menzil,Yeni,2,135.0,3,var,,Sumqayıt Sumqayıt Bulvarı,8
87000,,144,271811,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 8-ci mikrorayon,5
90000,,173,271734,Bina evi menzil,Köhnə,4,58.0,2,var,,Sumqayıt 1-ci məhəllə,4
80000,,123,287497,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 17-ci məhəllə,3
33000,,174,245763,Bina evi menzil,Köhnə,4,20.0,2,var,,Sumqayıt 5-ci mikrorayon,5
67000,,70,243576,Bina evi menzil,Köhnə,5,45.5,2,var,,Sumqayıt 4-cü mikrorayon,5
72000,,92,177183,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 5-ci mikrorayon,5
130000,,160,319544,Bina evi menzil,Köhnə,2,67.0,3,var,,Sumqayıt 2-ci mikrorayon,5
76500,,117,284738,Bina evi menzil,Köhnə,7,62.0,2,var,,Sumqayıt 17-ci mikrorayon,9
55500,,166,288247,Bina evi menzil,Köhnə,2,32.0,1,var,,Sumqayıt 34-cü məhəllə,5
79000,,97,198770,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 13-cü mikrorayon,5
95000,,92,275464,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 1-ci mikrorayon,5
140000,,129,319423,Bina evi menzil,Köhnə,3,100.0,4,var,,Sumqayıt 16-cı məhəllə,3
89000,,109,278151,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 45-ci məhəllə,5
108000,,162,318397,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
108000,,93,275932,Bina evi menzil,Köhnə,2,75.0,3,var,,Sumqayıt 17-ci mikrorayon,5
76000,,109,278405,Bina evi menzil,Köhnə,3,54.0,2,var,,Sumqayıt 11-ci mikrorayon,5
65000,,90,319327,Bina evi menzil,Köhnə,5,48.0,2,var,,Sumqayıt 4-cü mikrorayon,5
86000,,136,299415,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
52500,,147,318941,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt 14-cü məhəllə,4
76500,,97,315226,Bina evi menzil,Köhnə,4,45.0,2,var,,Sumqayıt 17-ci mikrorayon,5
74000,,113,319270,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 10-cu mikrorayon,5
110000,,99,272320,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 2-ci mikrorayon,5
95000,,73,274641,Bina evi menzil,Köhnə,5,82.0,3,var,,Sumqayıt 11-ci mikrorayon,5
205000,,122,275040,Bina evi menzil,Yeni,11,98.0,3,var,,Sumqayıt Sumqayıt Bulvarı,12
82000,,108,318962,Bina evi menzil,Yeni,10,70.0,2,var,,Sumqayıt Sumqayıt şəh.,14
95000,,94,318984,Bina evi menzil,Köhnə,7,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
130000,,107,319178,Bina evi menzil,Köhnə,3,65.0,3,var,,Sumqayıt 2-ci mikrorayon,5
96000,,91,319186,Bina evi menzil,Köhnə,4,73.0,3,var,,Sumqayıt 45-ci məhəllə,5
79000,,90,319174,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
141000,,60,279537,Bina evi menzil,Yeni,10,98.0,2,var,,Sumqayıt 19-cu məhəllə,16
135000,,95,735174,Bina evi menzil,Yeni,8,70.0,2,yox,,Sumqayıt 15-ci məhəllə,14
115000,,109,182999,Bina evi menzil,Yeni,10,87.0,2,var,,Sumqayıt 6-cı mikrorayon,11
89000,,70,173230,Bina evi menzil,Yeni,12,60.0,2,var,,Sumqayıt 10-cu mikrorayon,16
52000,,208,306117,Bina evi menzil,Yeni,5,30.0,1,var,,Sumqayıt 10-cu mikrorayon,14
65000,,94,306126,Bina evi menzil,Köhnə,1,45.0,2,var,,Sumqayıt 8-ci mikrorayon,5
91000,,67,219162,Bina evi menzil,Köhnə,5,65.0,3,var,,Sumqayıt 1-ci mikrorayon,5
73500,,97,752302,Bina evi menzil,Köhnə,4,55.0,2,var,,Sumqayıt 3-cü mikrorayon,12
83000,,99,197725,Bina evi menzil,Köhnə,3,45.0,2,var,,Sumqayıt 2-ci mikrorayon,5
82000,,78,265204,Bina evi menzil,Köhnə,4,65.0,2,var,,Sumqayıt 1-ci mikrorayon,5
85000,,87,590135,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 5-ci mikrorayon,5
83000,,45,182488,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 41-ci məhəllə,5
78500,,170,319102,Bina evi menzil,Yeni,7,50.0,2,yox,,Sumqayıt Sumqayıt şəh.,14
72000,,58,234119,Bina evi menzil,Yeni,6,45.0,2,yox,,Sumqayıt 76-cı məhəllə,16
105000,,64,192468,Bina evi menzil,Yeni,12,75.0,2,yox,,Sumqayıt 21-ci məhəllə,12
142000,,104,319098,Bina evi menzil,Yeni,2,106.0,3,var,,Sumqayıt 18-ci mikrorayon,14
127000,,99,211115,Bina evi menzil,Yeni,2,62.0,2,var,,Sumqayıt Sumqayıt Bulvarı,10
83000,,89,173915,Bina evi menzil,Yeni,11,72.0,2,yox,,Sumqayıt 10-cu mikrorayon,14
110000,,90,222778,Bina evi menzil,Yeni,2,75.0,2,var,,Sumqayıt 1-ci mikrorayon,10
100000,,76,309565,Bina evi menzil,Köhnə,1,76.8,3,var,,Sumqayıt 17-ci mikrorayon,9
105000,,94,204419,Bina evi menzil,Köhnə,2,81.4,3,var,,Sumqayıt 17-ci mikrorayon,5
142000,,89,319087,Bina evi menzil,Yeni,2,106.0,3,var,,Sumqayıt 18-ci mikrorayon,14
112000,,89,319086,Bina evi menzil,Köhnə,4,85.0,3,var,,Sumqayıt 42-ci məhəllə,5
142000,,58,319062,Bina evi menzil,Yeni,2,106.0,3,var,,Sumqayıt 18-ci mikrorayon,14
72000,,97,183799,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 12-ci mikrorayon,5
89000,,74,316786,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 18-ci mikrorayon,9
124000,,79,318969,Bina evi menzil,Yeni,4,83.0,2,yox,,Sumqayıt 10-cu mikrorayon,14
185000,,100,304031,Bina evi menzil,Yeni,5,94.0,3,var,,Sumqayıt Sumqayıt Bulvarı,12
156000,,177,318983,Bina evi menzil,Köhnə,3,115.0,5,var,,Sumqayıt 9-cu mikrorayon,5
96000,,116,315203,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 9-cu mikrorayon,9
172000,,84,170619,Bina evi menzil,Yeni,16,240.0,3,var,,Sumqayıt 17-ci məhəllə,17
76000,,79,318805,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 10-cu mikrorayon,5
71000,,111,318716,Bina evi menzil,Köhnə,5,47.0,3,var,,Sumqayıt 2-ci mikrorayon,5
71000,,86,318705,Bina evi menzil,Köhnə,5,47.0,2,var,,Sumqayıt 2-ci mikrorayon,5
20000,,356,295227,Bina evi menzil,Yeni,3,70.0,2,var,,Sumqayıt Sumqayıt şəh.,14
81500,,114,295878,Bina evi menzil,Yeni,4,67.0,3,var,,Sumqayıt Sumqayıt şəh.,14
130000,,186,318678,Bina evi menzil,Köhnə,3,80.0,4,var,,Sumqayıt 17-ci mikrorayon,9
50500,,128,297757,Bina evi menzil,Köhnə,5,32.0,1,var,,Sumqayıt 2-ci mikrorayon,5
95000,,106,318334,Bina evi menzil,Köhnə,3,80.0,3,var,,Sumqayıt 21-ci məhəllə,3
51000,,75,305525,Bina evi menzil,Köhnə,4,33.0,1,var,,Sumqayıt 29-cu məhəllə,4
79000,,170,245911,Bina evi menzil,Yeni,12,67.0,3,var,,Sumqayıt 52-ci məhəllə,14
33000,,347,318471,Bina evi menzil,Yeni,6,78.0,2,var,,Sumqayıt 76-cı məhəllə,9
75000,,100,318466,Bina evi menzil,Köhnə,4,55.0,2,var,,Sumqayıt 18-ci mikrorayon,5
139000,,104,190818,Bina evi menzil,Yeni,6,105.0,3,var,,Sumqayıt 10-cu mikrorayon,8
125000,,81,290449,Bina evi menzil,Yeni,7,72.0,2,var,,Sumqayıt 14-cü məhəllə,14
130000,,108,239780,Bina evi menzil,Yeni,5,94.0,2,var,,Sumqayıt Sumqayıt Bulvarı,12
166000,,108,272013,Bina evi menzil,Yeni,9,107.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,11
128000,,105,303687,Bina evi menzil,Yeni,6,72.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,10
270000,,86,947719,Bina evi menzil,Yeni,2,156.0,5,var,,Sumqayıt 19-cu məhəllə,16
220000,,65,279263,Bina evi menzil,Yeni,14,147.0,3,var,,Sumqayıt 18-ci mikrorayon,14
300000,,86,962985,Bina evi menzil,Yeni,12,179.0,4,var,,Sumqayıt 19-cu məhəllə,17
237000,,103,265245,Bina evi menzil,Yeni,14,140.0,3,var,,Sumqayıt 40-cı məhəllə,16
82000,,142,318120,Bina evi menzil,Yeni,8,78.0,2,var,,Sumqayıt 36-cı məhəllə,12
48000,,139,312596,Bina evi menzil,Köhnə,1,30.0,1,var,,Sumqayıt 1-ci mikrorayon,5
82000,,84,318198,Bina evi menzil,Yeni,11,56.0,2,var,,Sumqayıt 18-ci mikrorayon,14
71500,,138,318415,Bina evi menzil,Köhnə,5,54.0,2,var,,Sumqayıt 9-cu mikrorayon,5
76000,,100,318411,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 12-ci mikrorayon,5
125000,,142,318393,Bina evi menzil,Köhnə,1,120.0,4,var,,Sumqayıt 9-cu mikrorayon,5
86500,,116,283804,Bina evi menzil,Yeni,8,59.0,2,var,,Sumqayıt Sumqayıt şəh.,16
48000,,135,312450,Bina evi menzil,Köhnə,1,33.0,1,var,,Sumqayıt 1-ci mikrorayon,5
140000,,76,308939,Bina evi menzil,Yeni,10,97.0,2,var,,Sumqayıt 19-cu məhəllə,16
135000,,102,298724,Bina evi menzil,Yeni,3,90.0,2,var,,Sumqayıt 6-cı mikrorayon,12
55000,,7023,318337,Bina evi menzil,Köhnə,3,33.0,1,var,,Sumqayıt 1-ci mikrorayon,5
61000,,186,318336,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
34000,,384,317992,Bina evi menzil,Yeni,3,38.0,2,var,,Sumqayıt 9-cu mikrorayon,16
99000,,219,318302,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 48-ci məhəllə,5
95000,,134,103008,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 3-cü məhəllə,4
132000,,163,310551,Bina evi menzil,Köhnə,4,85.0,4,var,,Sumqayıt 9-cu mikrorayon,9
122000,,142,318268,Bina evi menzil,Yeni,12,85.0,3,var,,Sumqayıt 10-cu mikrorayon,14
75000,,95,278286,Bina evi menzil,Köhnə,5,56.0,2,var,,Sumqayıt 41-ci məhəllə,5
102000,,151,318243,Bina evi menzil,Yeni,11,132.0,3,var,,Sumqayıt Sumqayıt şəh.,14
64000,,108,269592,Bina evi menzil,Köhnə,2,36.0,1,var,,Sumqayıt 41-ci məhəllə,5
48000,,190,318102,Bina evi menzil,Köhnə,5,31.0,1,var,,Sumqayıt 29-cu məhəllə,5
99000,,169,318193,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 48-ci məhəllə,5
99000,,119,318190,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 48-ci məhəllə,5
99000,,97,318160,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 48-ci məhəllə,5
91500,,179,318134,Bina evi menzil,Köhnə,3,52.0,2,var,,Sumqayıt 9-cu mikrorayon,5
130000,,130,318129,Bina evi menzil,Yeni,3,90.0,2,var,,Sumqayıt 6-cı mikrorayon,10
76000,,114,318122,Bina evi menzil,Köhnə,10,65.0,2,var,,Sumqayıt 13-cü mikrorayon,15
50000,,154,313771,Bina evi menzil,Köhnə,1,38.0,1,var,,Sumqayıt 17-ci mikrorayon,5
66000,,120,277097,Bina evi menzil,Köhnə,2,57.0,2,var,,Sumqayıt 19-cu məhəllə,2
89000,,177,318101,Bina evi menzil,Köhnə,5,80.0,3,var,,Sumqayıt 9-cu mikrorayon,5
59000,,122,318079,Bina evi menzil,Köhnə,5,35.0,1,var,,Sumqayıt 41-ci məhəllə,5
83000,,74,318073,Bina evi menzil,Köhnə,8,57.0,2,var,,Sumqayıt 9-cu mikrorayon,9
118000,,135,318056,Bina evi menzil,Yeni,12,85.0,3,var,,Sumqayıt 10-cu mikrorayon,16
75000,,102,318055,Bina evi menzil,Köhnə,1,58.0,2,var,,Sumqayıt 18-ci məhəllə,2
84000,,86,318042,Bina evi menzil,Köhnə,5,52.0,2,var,,Sumqayıt 10-cu mikrorayon,5
87000,,61,251587,Bina evi menzil,Köhnə,6,50.0,2,var,,Sumqayıt 10-cu mikrorayon,9
145000,,122,213188,Bina evi menzil,Köhnə,3,100.0,4,var,,Sumqayıt 3-cü məhəllə,4
57000,,227,317918,Bina evi menzil,Köhnə,5,48.0,2,var,,Sumqayıt 13-cü mikrorayon,5
60000,,141,314306,Bina evi menzil,Köhnə,2,32.0,1,var,,Sumqayıt 1-ci mikrorayon,5
55000,,149,307194,Bina evi menzil,Köhnə,2,32.0,1,var,,Sumqayıt 3-cü mikrorayon,5
76500,,82,268048,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 10-cu mikrorayon,9
90000,,172,166426,Bina evi menzil,Yeni,2,63.6,2,var,,Sumqayıt Sumqayıt Bulvarı,8
130000,,141,196044,Bina evi menzil,Köhnə,3,86.0,4,var,,Sumqayıt 5-ci mikrorayon,5
98000,,75,302059,Bina evi menzil,Köhnə,5,75.0,3,var,,Sumqayıt 42-ci məhəllə,5
53000,,155,317879,Bina evi menzil,Köhnə,2,43.0,2,var,,Sumqayıt 20-ci məhəllə,2
113000,,153,317847,Bina evi menzil,Yeni,4,51.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
93000,,264,317839,Bina evi menzil,Yeni,3,80.0,3,var,,Sumqayıt Sumqayıt şəh.,14
95000,,108,317855,Bina evi menzil,Yeni,1,60.0,2,var,,Sumqayıt 41-ci məhəllə,9
76500,,125,317831,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 17-ci mikrorayon,5
61500,,90,302739,Bina evi menzil,Köhnə,2,35.0,1,var,,Sumqayıt 3-cü mikrorayon,5
76500,,99,317823,Bina evi menzil,Köhnə,4,45.0,2,var,,Sumqayıt 17-ci mikrorayon,5
82000,,112,198570,Bina evi menzil,Yeni,3,75.0,2,var,,Sumqayıt Sumqayıt şəh.,14
54000,,132,317797,Bina evi menzil,Köhnə,1,30.0,1,var,,Sumqayıt 2-ci mikrorayon,5
145000,,83,267958,Bina evi menzil,Köhnə,9,86.0,3,var,,Sumqayıt 6-cı mikrorayon,13
73000,,79,267956,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 41-ci məhəllə,5
92000,,113,317761,Bina evi menzil,Köhnə,4,75.0,3,var,,Sumqayıt 17-ci mikrorayon,5
98000,,120,316580,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 9-cu mikrorayon,9
69500,,97,261730,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 1-ci mikrorayon,5
69000,,122,227316,Bina evi menzil,Yeni,14,140.0,3,yox,,Sumqayıt 8-ci mikrorayon,16
58000,,130,317738,Bina evi menzil,Köhnə,5,38.0,1,var,,Sumqayıt 9-cu mikrorayon,5
145000,,106,225421,Bina evi menzil,Yeni,7,105.0,3,var,,Sumqayıt 1-ci mikrorayon,10
92000,,67,227617,Bina evi menzil,Köhnə,4,75.0,3,var,,Sumqayıt 17-ci mikrorayon,5
235000,,100,271730,Bina evi menzil,Yeni,14,124.0,3,yox,,Sumqayıt 16-cı məhəllə,16
87000,,146,317704,Bina evi menzil,Köhnə,4,60.0,2,var,,Sumqayıt 9-cu mikrorayon,5
66500,,71,311216,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
76000,,110,317717,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 12-ci mikrorayon,5
49000,,126,317707,Bina evi menzil,Köhnə,1,35.0,1,var,,Sumqayıt 34-cü məhəllə,4
60000,,126,304966,Bina evi menzil,Köhnə,1,63.0,4,var,,Sumqayıt 10-cu mikrorayon,1
72500,,149,293758,Bina evi menzil,Köhnə,3,56.0,2,var,,Sumqayıt 10-cu mikrorayon,5
82000,,72,268032,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 8-ci mikrorayon,5
75000,,48,269594,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 42-ci məhəllə,5
66000,,67,277510,Bina evi menzil,Köhnə,5,48.0,2,var,,Sumqayıt 3-cü mikrorayon,5
139000,,69,311192,Bina evi menzil,Yeni,10,97.0,2,var,,Sumqayıt 19-cu məhəllə,14
85000,,84,317696,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 13-cü mikrorayon,5
92000,,64,269052,Bina evi menzil,Yeni,10,57.0,1,var,,Sumqayıt 14-cü məhəllə,15
108000,,172,221976,Bina evi menzil,Yeni,8,100.0,3,yox,,Sumqayıt 19-cu məhəllə,12
293000,,172,660786,Bina evi menzil,Yeni,10,130.0,4,var,,Sumqayıt 19-cu məhəllə,16
255000,,138,146779,Bina evi menzil,Yeni,16,130.0,3,yox,,Sumqayıt 16-cı məhəllə,17
145000,,234,224665,Bina evi menzil,Köhnə,2,100.0,4,var,,Sumqayıt 2-ci məhəllə,4
56000,,171,267963,Bina evi menzil,Köhnə,5,33.0,1,var,,Sumqayıt 3-cü mikrorayon,5
165000,,211,491526,Bina evi menzil,Yeni,5,94.0,3,var,,Sumqayıt Sumqayıt Bulvarı,12
126500,,190,317573,Bina evi menzil,Köhnə,5,88.4,4,var,,Sumqayıt 17-ci mikrorayon,9
122000,,182,317571,Bina evi menzil,Köhnə,4,85.0,4,var,,Sumqayıt 9-cu mikrorayon,5
83000,,118,317539,Bina evi menzil,Köhnə,8,55.0,2,var,,Sumqayıt 9-cu mikrorayon,9
85000,,82,252566,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 13-cü mikrorayon,5
56500,,147,270700,Bina evi menzil,Köhnə,1,56.0,3,var,,Sumqayıt Birləşmiş məhəllə,5
84000,,124,317505,Bina evi menzil,Köhnə,5,63.0,2,var,,Sumqayıt 10-cu mikrorayon,5
58000,,125,303434,Bina evi menzil,Köhnə,5,42.0,1,var,,Sumqayıt 9-cu mikrorayon,5
108000,,90,213899,Bina evi menzil,Köhnə,4,80.0,3,var,,Sumqayıt 10-cu mikrorayon,5
122000,,210,317486,Bina evi menzil,Yeni,12,85.0,3,var,,Sumqayıt 10-cu mikrorayon,16
112000,,114,317484,Bina evi menzil,Köhnə,4,80.0,3,var,,Sumqayıt 13-cü mikrorayon,5
75000,,108,317478,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
26000,,485,261098,Bina evi menzil,Yeni,1,62.5,3,var,,Sumqayıt 9-cu mikrorayon,16
73000,,107,309730,Bina evi menzil,Köhnə,1,52.0,2,var,,Sumqayıt 3-cü mikrorayon,5
123000,,154,317447,Bina evi menzil,Yeni,7,96.0,3,var,,Sumqayıt 40-cı məhəllə,16
